fournisseur;ref_sku;nom_commercial;famille;categorie;gamme;tags;url_source;date_collecte
Bridor;34909;Miche à l'épeautre 450g;PAIN;pains-a-partager;Les Gourmets;;https://www.bridor.com/fr-fr/catalogue-produit/pains/pains-a-partager/miche-a-l-epeautre-450g-34909;2026-09-10
Bridor;41583;Pain au potiron et noix 350g;PAIN;autres-pains;Panidor;;https://www.bridor.com/fr-fr/catalogue-produit/pains/pains-a-partager/pain-au-potiron-et-noix-350g-41583;2026-09-10
Bridor;34230;Pain aux Figues 330g;PAIN;autres-pains;Bridor Signé Frédéric Lalos;;https://www.bridor.com/fr-fr/catalogue-produit/pains/pains-a-partager/pain-aux-figues-330g-34230;2026-09-10
Bridor;30894;Pain aux fruits 180g;PAIN;autres-pains;Bridor Une Recette Lenôtre Professionnels;;https://www.bridor.com/fr-fr/catalogue-produit/pains/pains-a-partager/pain-aux-fruits-180g-30894;2026-09-10
Bridor;40497;Pain aux Fruits 300g;PAIN;autres-pains;Les Gourmands;;https://www.bridor.com/fr-fr/catalogue-produit/pains/pains-a-partager/pain-aux-fruits-300g-40497;2026-09-10
Bridor;41299;Pain Céréales et Graines 400g;PAIN;autres-pains;Les Gourmets;;https://www.bridor.com/fr-fr/catalogue-produit/pains/pains-a-partager/pain-cereales-et-graines-400g-41299;2026-09-10
Bridor;41288;Pain Kürbiskern 750g;PAIN;autres-pains;Les Evasions;;https://www.bridor.com/fr-fr/catalogue-produit/pains/pains-a-partager/pain-kuerbiskern-750g-41288;2026-09-10
Bridor;34110;Pain seigle-citron 330g;PAIN;autres-pains;Bridor Signé Frédéric Lalos;;https://www.bridor.com/fr-fr/catalogue-produit/pains/pains-a-partager/pain-seigle-citron-330g-34110;2026-09-10
Bridor;38226;Pave Nordique 330g;PAIN;pains-a-partager;Les Evasions;;https://www.bridor.com/fr-fr/catalogue-produit/pains/pains-a-partager/pave-nordique-330g-38226;2026-09-10
Bridor;39019;Pave Nordique BIO 280g;PAIN;pains-a-partager;BIO;;https://www.bridor.com/fr-fr/catalogue-produit/pains/pains-a-partager/pave-nordique-bio-280g-39019;2026-09-10
Bridor;30734;Pave Rustique 450g;PAIN;autres-pains;Les Gourmets;;https://www.bridor.com/fr-fr/catalogue-produit/pains/pains-a-partager/pave-rustique-450g-30734;2026-09-10
Bridor;35030;Pavé au Seigle 330g;PAIN;pains-a-partager;Les Gourmets;;https://www.bridor.com/fr-fr/catalogue-produit/pains/pains-a-partager/pave-au-seigle-330g-35030;2026-09-10
Bridor;30735;Pavé aux Céréales 450g;PAIN;pains-a-partager;Les Gourmets;;https://www.bridor.com/fr-fr/catalogue-produit/pains/pains-a-partager/pave-aux-cereales-450g-30735;2026-09-10
Bridor;35026;Pavé aux Figues 330g;PAIN;pains-a-partager;Les Gourmands;;https://www.bridor.com/fr-fr/catalogue-produit/pains/pains-a-partager/pave-aux-figues-330g-35026;2026-09-10
Bridor;40496;Pavé aux Noix 300g;PAIN;pains-a-partager;Les Gourmands;;https://www.bridor.com/fr-fr/catalogue-produit/pains/pains-a-partager/pave-aux-noix-300g-40496;2026-09-10
Bridor;31816;Pavé de Campagne 450g;PAIN;pains-a-partager;Les Gourmets;;https://www.bridor.com/fr-fr/catalogue-produit/pains/pains-a-partager/pave-de-campagne-450g-31816;2026-09-10
Bridor;37448;Pavé de Campagne BIO 400g;PAIN;pains-a-partager;BIO;;https://www.bridor.com/fr-fr/catalogue-produit/pains/pains-a-partager/pave-de-campagne-bio-400g-37448;2026-09-10
Bridor;41289;Triangle Vollkorn 750g;PAIN;pains-a-partager;Les Evasions;;https://www.bridor.com/fr-fr/catalogue-produit/pains/pains-a-partager/triangle-vollkorn-750g-41289;2026-09-10
Bridor;40517;Focaccia Cinquanta Nature 450g;PAIN;pains-a-partager;Les Evasions;;https://www.bridor.com/fr-fr/catalogue-produit/pains/autres-pains/focaccia-cinquanta-nature-450g-40517;2026-09-10
Bridor;41595;Mini Pain Céréales et Graines 33g;PAIN;autres-pains;Panidor;;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/mini-pain-cereales-et-graines-33g-41595;2026-09-10
Bridor;41584;Mini pain Rustique 33g;PAIN;autres-pains;Panidor;;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/mini-pain-rustique-33g-41584;2026-09-10
Bridor;33074;Mix Losanges 55g;PAIN;autres-pains;Les Essentiels;;https://www.bridor.com/fr-fr/catalogue-produit/pains/autres-pains/mix-losanges-55g-33074;2026-09-10
Bridor;37551;Mix Petit Pain rectangle 55g;PAIN;petits-pains;Les Essentiels;;https://www.bridor.com/fr-fr/catalogue-produit/pains/autres-pains/mix-petit-pain-rectangle-55g-37551;2026-09-10
Bridor;43458;Mix Petits Pains 40g;PAIN;autres-pains;Les Essentiels;;https://www.bridor.com/fr-fr/catalogue-produit/pains/autres-pains/mix-petits-pains-40g-43458;2026-09-10
Bridor;31588;Mix Petits pains Prestige 45g;PAIN;autres-pains;Bridor Une Recette Lenôtre Professionnels;;https://www.bridor.com/fr-fr/catalogue-produit/pains/autres-pains/mix-petits-pains-prestige-45g-31588;2026-09-10
Bridor;35432;Petit Pain aux Graines Sans Gluten 45g;PAIN;petits-pains;Mieux-être;;https://www.bridor.com/fr-fr/catalogue-produit/pains/autres-pains/petit-pain-aux-graines-sans-gluten-45g-35432;2026-09-10
Bridor;35700;Petit Pain aux Graines Sans Gluten 45g;PAIN;petits-pains;Mieux-être;;https://www.bridor.com/fr-fr/catalogue-produit/pains/autres-pains/petit-pain-aux-graines-sans-gluten-45g-35700;2026-09-10
Bridor;38941;Petit Pain BIO 50g;PAIN;petits-pains;BIO;;https://www.bridor.com/fr-fr/catalogue-produit/pains/autres-pains/petit-pain-bio-50g-38941;2026-09-10
Bridor;35433;Petit Pain Nature Sans Gluten 45g;PAIN;petits-pains;Mieux-être;;https://www.bridor.com/fr-fr/catalogue-produit/pains/autres-pains/petit-pain-nature-sans-gluten-45g-35433;2026-09-10
Bridor;43248;Pinsa 205g;PAIN;autres-pains;Les Evasions;;https://www.bridor.com/fr-fr/catalogue-produit/pains/autres-pains/pinsa-205g-43248;2026-09-10
Bridor;43244;Pinsa 450g;PAIN;autres-pains;Les Evasions;;https://www.bridor.com/fr-fr/catalogue-produit/pains/autres-pains/pinsa-450g-43244;2026-09-10
Bridor;38558;Sachet x 2 Baguettines Nature 140g;PAIN;baguettes;Les Essentiels;;https://www.bridor.com/fr-fr/catalogue-produit/pains/autres-pains/sachet-x-2-baguettines-nature-140g-38558;2026-09-10
Bridor;38366;Bun'n'Roll 85g;SNAC;snacking;Les Snacks Salés;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/snacking/bun-n-roll-85g-38366;2026-09-10
Bridor;36967;Bun'n'roll 85g avec moules;SNAC;snacking;Les Snacks Salés;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/snacking/bun-n-roll-85g-avec-moules-36967;2026-09-10
Bridor;37455;Croissant fourré Fromage 90g;SNAC;snacking;Les Snacks Salés;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/snacking/croissant-fourre-fromage-90g-37455;2026-09-10
Bridor;42974;Croissant fourré fromage SelectBlend 95g;SNAC;snacking;Les Snacks Salés;Matière Grasse Composée;https://www.bridor.com/fr-fr/catalogue-produit/snacking/croissant-fourre-fromage-selectblend-95g-42974;2026-09-10
Bridor;43375;Délice Feta et Epinards Selectblend 100g;SNAC;toutes;Les Snacks Salés;Matière Grasse Composée;https://www.bridor.com/fr-fr/catalogue-produit/snacking/delice-feta-et-epinards-selectblend-100g-43375;2026-09-10
Bridor;43374;Délice Tomate et Fromage de Chèvre Selectblend 100g;SNAC;snacking;Les Snacks Salés;Matière Grasse Composée;https://www.bridor.com/fr-fr/catalogue-produit/snacking/delice-tomate-et-fromage-de-chevre-selectblend-100g-43374;2026-09-10
Bridor;38798;Extravagant Fromage 35g;SNAC;snacking;Les Snacks Salés;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/snacking/extravagant-fromage-35g-38798;2026-09-10
Bridor;40643;Feuilleté au Fromage La Vache Qui Rit® 100g (avec sachets);SNAC;snacking;Les Snacks Salés;Beurre Fin;https://www.bridor.com/fr-fr/catalogue-produit/snacking/feuillete-au-fromage-la-vache-qui-rit-R-100g-avec-sachets-40643;2026-09-10
