fournisseur;ref_sku;nom_commercial;famille;categorie;poids_piece;unites_par_colis;url_source;date_collecte
Coup de Pates;25052;ASSORTIMENT DE MINI COOKIES CUITS;PATI;patisserie-americaine;14g;120;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/COOKIES/ASSORTIMENT-DE-MINI-COOKIES-CUITS/p/25052;2026-09-10
Coup de Pates;25036;BROWNIES CHOCOLAT NOIX DE PECAN 80G;PATI;patisserie-americaine;78g;50;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/BROWNIES/BROWNIES-CHOCOLAT-NOIX-DE-PECAN-80G/p/25036;2026-09-10
Coup de Pates;27300;CHEESECAKE PREDECOUPE D200;PATI;patisserie-americaine;;2;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/P%C3%82TISSERIES-AM%C3%89RICAINES/CHEESECAKE-PREDECOUPE-D200/p/27300;2026-09-10
Coup de Pates;838235;MAXI COOKIES AUX 3 CHOCOLATS CUIT D 110;PATI;patisserie-americaine;80g;40;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/COOKIES/MAXI-COOKIES-AUX-3-CHOCOLATS-CUIT-D-110/p/838235;2026-09-10
Coup de Pates;25197;BROWNIE CHOCOLAT NOIX DE PECAN PLAQUE PREDECOUPEE CUIT 85G;PATI;patisserie-americaine;83.333g;30;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/BROWNIES/BROWNIE-CHOCOLAT-NOIX-DE-PECAN-PLAQUE-PREDECOUPEE-CUIT-85G/p/25197;2026-09-10
Coup de Pates;25180;DONUT CHOCOLAT;PATI;patisserie-americaine;55g;60;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/DONUTS/DONUT-CHOCOLAT/p/25180;2026-09-10
Coup de Pates;25177;DONUT;PATI;patisserie-americaine;70g;48;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/DONUTS/DONUT/p/25177;2026-09-10
Coup de Pates;841481;NUTELLA® MUFFIN;PATI;patisserie-americaine;86g;48;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/MUFFINS/NUTELLA%C2%AE-MUFFIN/p/841481;2026-09-10
Coup de Pates;841470;MAXI MUFFIN CARROT CAKE CUIT 130G;PATI;patisserie-americaine;130g;24;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/MUFFINS/MAXI-MUFFIN-CARROT-CAKE-CUIT-130G/p/841470;2026-09-10
Coup de Pates;841482;MUFFIN OREO® CUIT 110G;PATI;patisserie-americaine;110g;36;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/MUFFINS/MUFFIN-OREO%C2%AE-CUIT-110G/p/841482;2026-09-10
Coup de Pates;70056;DONUT FOURRÉ PARFUM FRAISE CUIT 68G;PATI;patisserie-americaine;68g;48;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/DONUTS/DONUT-FOURR%C3%89-PARFUM-FRAISE-CUIT-68G/p/70056;2026-09-10
Coup de Pates;70057;BROWNIE CRISPY POPCORN PLAQUE PREDECOUPEE CUIT 78G;PATI;patisserie-americaine;;1;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/BROWNIES/BROWNIE-CRISPY-POPCORN-PLAQUE-PREDECOUPEE-CUIT-78G/p/70057;2026-09-10
Coup de Pates;70720;MAXI MUFFIN PISTACHE CUIT 120G;PATI;patisserie-americaine;120g;28;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/MUFFINS/MAXI-MUFFIN-PISTACHE-CUIT-120G/p/70720;2026-09-10
Coup de Pates;70317;DONUT MILKA® CUIT 65G;PATI;patisserie-americaine;65g;48;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/DONUTS/DONUT-MILKA%C2%AE-CUIT-65G/p/70317;2026-09-10
Coup de Pates;70321;DONUT MARS® CUIT 57G;PATI;patisserie-americaine;57g;36;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/DONUTS/DONUT-MARS%C2%AE-CUIT-57G/p/70321;2026-09-10
Coup de Pates;70428;COOKIE BARRE AVOINE CRANBERRY PLAQUE PREDECOUPEE 55G;PATI;patisserie-americaine;;1;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/COOKIES/COOKIE-BARRE-AVOINE-CRANBERRY-PLAQUE-PREDECOUPEE%C2%A055G/p/70428;2026-09-10
Coup de Pates;70420;BROWNIE CREMEUX NOISETTE PLAQUE PREDECOUPEE CUIT 75G;PATI;patisserie-americaine;;1;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/BROWNIES/BROWNIE-CREMEUX-NOISETTE-PLAQUE-PREDECOUPEE%C2%A0CUIT-75G/p/70420;2026-09-10
Coup de Pates;70429;MAXI COOKIE MATCHA CHOCOLAT BLANC CUIT D110;PATI;patisserie-americaine;80g;48;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/COOKIES/MAXI-COOKIE-MATCHA-CHOCOLAT-BLANC-CUIT-D110/p/70429;2026-09-10
Coup de Pates;70497;CHEESECAKE FRAMBOISE PREDECOUPE CUIT D260;PATI;patisserie-americaine;;1;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/P%C3%82TISSERIES-AM%C3%89RICAINES/CHEESECAKE-FRAMBOISE-PREDECOUPE-CUIT-D260/p/70497;2026-09-10
Coup de Pates;70955;MUFFIN FRAISE BONNE MAMAN 110G CUIT;PATI;patisserie-americaine;110g;20;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/MUFFINS/MUFFIN-FRAISE-BONNE-MAMAN-110G-CUIT/p/70955;2026-09-10
Coup de Pates;70954;MUFFIN PÂTE À TARTINER NOISETTE CACAO BONNE MAMAN 110G CUIT;PATI;patisserie-americaine;110g;20;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/MUFFINS/MUFFIN-P%C3%82TE-%C3%80-TARTINER-NOISETTE-CACAO-BONNE-MAMAN-110G-CUIT/p/70954;2026-09-10
Coup de Pates;70783;DONUT DAIM 68G;PATI;patisserie-americaine;68g;48;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/DONUTS/DONUT-DAIM-68G/p/70783;2026-09-10
Coup de Pates;71098;GIANT COOKIE CUIT D190;PATI;patisserie-americaine;310g;10;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/COOKIES/GIANT-COOKIE-CUIT-D190/p/71098;2026-09-10
Coup de Pates;71099;NY COOKIES CACAO FOURRÉ DUBAI PISTACHE CUIT D80;PATI;patisserie-americaine;95g;30;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/COOKIES/NY-COOKIES-CACAO-FOURR%C3%89-DUBAI-PISTACHE-CUIT-D80/p/71099;2026-09-10
Coup de Pates;71418;DONUT PARFUM CHOCOLAT CUIT 58G;PATI;patisserie-americaine;58g;36;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/DONUTS/DONUT-PARFUM-CHOCOLAT-CUIT-58G/p/71418;2026-09-10
Coup de Pates;71375;BROWNIE FONDANT CHOCOLAT FRAMBOISE PLAQUE PREDECOUPEE CUIT 65G;PATI;patisserie-americaine;;1;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/BROWNIES/BROWNIE-FONDANT-CHOCOLAT-FRAMBOISE-PLAQUE-PREDECOUPEE-CUIT-65G/p/71375;2026-09-10
Coup de Pates;71378;DONUT SPECULOOS LOTUS BISCOFF CUIT 76G;PATI;patisserie-americaine;76g;36;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/DONUTS/DONUT-SPECULOOS-LOTUS-BISCOFF-CUIT-76G/p/71378;2026-09-10
Coup de Pates;71376;COOKIE VEGAN PEPITES DE CHOCOLAT NOIR CUIT D95 80G;PATI;patisserie-americaine;80g;48;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/COOKIES/COOKIE-VEGAN-PEPITES-DE-CHOCOLAT-NOIR-CUIT-D95-80G/p/71376;2026-09-10
Coup de Pates;71377;DONUT LION CUIT 83G;PATI;patisserie-americaine;83g;36;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/DONUTS/DONUT-LION-CUIT-83G/p/71377;2026-09-10
Coup de Pates;71379;MAXI MUFFIN CACAO FOURRE BEURRE DE CACAHUETE CUIT 120G;PATI;patisserie-americaine;120g;20;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/MUFFINS/MAXI-MUFFIN-CACAO-FOURRE-BEURRE-DE-CACAHUETE-CUIT-120G/p/71379;2026-09-10
Coup de Pates;71523;MAXI COOKIE CACAO FOURRE BROWNIE CUIT D110;PATI;patisserie-americaine;80g;48;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/COOKIES/MAXI-COOKIE-CACAO-FOURRE-BROWNIE-CUIT-D110/p/71523;2026-09-10
Coup de Pates;71524;MAXI COOKIE FOURRE CACAO NOISETTE CUIT D110;PATI;patisserie-americaine;80g;48;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/COOKIES/MAXI-COOKIE-FOURRE-CACAO-NOISETTE-CUIT-D110/p/71524;2026-09-10
Coup de Pates;71548;MAXI MUFFIN COOKIE FOURRE CACAO NOISETTE CUIT 120G;PATI;patisserie-americaine;120g;20;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/MUFFINS/MAXI-MUFFIN-COOKIE-FOURRE-CACAO-NOISETTE-CUIT-120G/p/71548;2026-09-10
Coup de Pates;71549;NY COOKIES CACAO FOURRE NOISETTE CUIT D80;PATI;patisserie-americaine;95g;30;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/COOKIES/NY-COOKIES-CACAO-FOURRE-NOISETTE-CUIT-D80/p/71549;2026-09-10
Coup de Pates;71572;DONUT FOURRE FRUITS DES BOIS CUIT 68G;PATI;patisserie-americaine;68g;48;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/DONUTS/DONUT-FOURRE-FRUITS-DES-BOIS-CUIT-68G/p/71572;2026-09-10
Coup de Pates;71102;BANANA BREAD 1 100G CUIT;PATI;patisserie-americaine;;2;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/P%C3%82TISSERIES-AM%C3%89RICAINES/BANANA-BREAD-1-100G-CUIT/p/71102;2026-09-10
Coup de Pates;71101;MAXI MUFFIN MARBRE FOURRE NOISETTE CUIT 120G;PATI;patisserie-americaine;120g;20;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/MUFFINS/MAXI-MUFFIN-MARBRE-FOURRE-NOISETTE-CUIT-120G/p/71101;2026-09-10
Coup de Pates;71103;CARROT CAKE 1 100G CUIT;PATI;patisserie-americaine;;2;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/P%C3%82TISSERIES-AM%C3%89RICAINES/CARROT-CAKE-1-100G-CUIT/p/71103;2026-09-10
Coup de Pates;71104;DONUT FOURRÉ PISTACHE CUIT 69G;PATI;patisserie-americaine;69g;48;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/DONUTS/DONUT-FOURR%C3%89-PISTACHE-CUIT-69G/p/71104;2026-09-10
Coup de Pates;71167;MUFFIN MADE WITH KITKAT CUIT 100G;PATI;patisserie-americaine;100g;20;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/MUFFINS/MUFFIN-MADE-WITH-KITKAT-CUIT-100G/p/71167;2026-09-10
Coup de Pates;70724;MAXI MUFFIN CHOCOLAT FOURRÉ CACAO NOISETTE CUIT 130G;PATI;patisserie-americaine;130g;28;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/MUFFINS/MAXI-MUFFIN-CHOCOLAT-FOURR%C3%89-CACAO-NOISETTE-CUIT-130G/p/70724;2026-09-10
Coup de Pates;70693;LAYER CAKE CHOCOLAT PRÉDÉCOUPÉ D250 CUIT 2350G;PATI;autres-patisseries;;1;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/P%C3%82TISSERIES-AM%C3%89RICAINES/LAYER-CAKE-CHOCOLAT-PR%C3%89D%C3%89COUP%C3%89-D250-CUIT-2350G/p/70693;2026-09-10
Coup de Pates;70722;MAXI MUFFIN AUX MYRTILLES CUIT 130G;PATI;patisserie-americaine;130g;28;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/MUFFINS/MAXI-MUFFIN-AUX-MYRTILLES-CUIT-130G/p/70722;2026-09-10
Coup de Pates;70721;MAXI MUFFIN CHOCOLAT INTENSE CUIT 130G;PATI;patisserie-americaine;130g;28;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/MUFFINS/MAXI-MUFFIN-CHOCOLAT-INTENSE-CUIT-130G/p/70721;2026-09-10
Coup de Pates;70723;MAXI MUFFIN CITRON CUIT 130G;PATI;patisserie-americaine;130g;28;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/MUFFINS/MAXI-MUFFIN-CITRON-CUIT-130G/p/70723;2026-09-10
Coup de Pates;70710;FONDANT CHOCO COOKIE D82 CUIT 73G;PATI;patisserie-americaine;73g;42;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/P%C3%82TISSERIES-AM%C3%89RICAINES/FONDANT-CHOCO-COOKIE-D82-CUIT-73G/p/70710;2026-09-10
Coup de Pates;70908;NY COOKIES CHOCOLAT AU LAIT NOISETTE CUIT Ø 90;PATI;patisserie-americaine;95g;30;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/COOKIES/NY-COOKIES-CHOCOLAT-AU-LAIT-NOISETTE-CUIT-%C3%98-90/p/70908;2026-09-10
Coup de Pates;70907;MAXI MUFFIN SPÉCULOOS CUIT 120G;PATI;patisserie-americaine;120g;28;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/MUFFINS/MAXI-MUFFIN-SP%C3%89CULOOS-CUIT-120G/p/70907;2026-09-10
Coup de Pates;70912;LAYER CAKE CREAM N CARROT PRÉDÉCOUPÉ D260 CUIT 2350G;PATI;autres-patisseries;;1;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/P%C3%82TISSERIES-AM%C3%89RICAINES/LAYER-CAKE-CREAM-N-CARROT-PR%C3%89D%C3%89COUP%C3%89-D260-CUIT-2350G/p/70912;2026-09-10
Coup de Pates;70910;NY COOKIES CACAHUETE CARAMEL CUIT Ø 90;PATI;patisserie-americaine;95g;30;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/COOKIES/NY-COOKIES-CACAHUETE-CARAMEL-CUIT-%C3%98-90/p/70910;2026-09-10
Coup de Pates;70911;NY COOKIES CRANBERRY CHOCOLAT BLANC CUIT Ø 90;PATI;patisserie-americaine;95g;30;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/COOKIES/NY-COOKIES-CRANBERRY-CHOCOLAT-BLANC-CUIT-%C3%98-90/p/70911;2026-09-10
Coup de Pates;70909;COOKIE BARRE GRANOLA CACAO NOISETTE PLAQUE PRÉDÉCOUPÉE 55G;PATI;patisserie-americaine;;1;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/COOKIES/COOKIE-BARRE-GRANOLA-CACAO-NOISETTE-PLAQUE-PR%C3%89D%C3%89COUP%C3%89E-55G/p/70909;2026-09-10
Coup de Pates;841692;MAXI MUFFIN BANOFFEE CUIT 130G;PATI;patisserie-americaine;130g;24;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/MUFFINS/MAXI-MUFFIN-BANOFFEE-CUIT-130G/p/841692;2026-09-10
Coup de Pates;841694;MUFFIN MILKA CUIT 110G;PATI;patisserie-americaine;110g;36;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/MUFFINS/MUFFIN-MILKA-CUIT-110G/p/841694;2026-09-10
Coup de Pates;841697;DONUT NATURE CUIT 45G;PATI;patisserie-americaine;45g;72;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/DONUTS/DONUT-NATURE-CUIT-45G/p/841697;2026-09-10
Coup de Pates;841741;MAXI MUFFIN FRUITS ROUGES CUIT 130G;PATI;patisserie-americaine;130g;24;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/MUFFINS/MAXI-MUFFIN-FRUITS-ROUGES-CUIT-130G/p/841741;2026-09-10
Coup de Pates;22388;QUICHE TARTIFLETTE DIAM 120;SNAC;snacking;200g;12;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/QUICHES-%26-TARTELETTES/QUICHE-TARTIFLETTE-DIAM-120/p/22388;2026-09-10
Coup de Pates;26101;QUICHE POULET LE TOURIER DIAM 120;SNAC;snacking;200g;12;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/QUICHES-%26-TARTELETTES/QUICHE-POULET-LE-TOURIER-DIAM-120/p/26101;2026-09-10
Coup de Pates;26329;QUICHE EPINARDS PIGNONS DE PIN LE TOURIER DIAM 120;SNAC;snacking;200g;12;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/QUICHES-%26-TARTELETTES/QUICHE-EPINARDS-PIGNONS-DE-PIN-LE-TOURIER-DIAM-120/p/26329;2026-09-10
Coup de Pates;26328;QUICHE CHEVRE TOMATE LE TOURIER DIAM 120;SNAC;snacking;200g;12;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/QUICHES-%26-TARTELETTES/QUICHE-CHEVRE-TOMATE-LE-TOURIER-DIAM-120/p/26328;2026-09-10
Coup de Pates;26336;QUICHE POIREAUX LE TOURIER DIAM 120;SNAC;snacking;200g;12;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/QUICHES-%26-TARTELETTES/QUICHE-POIREAUX-LE-TOURIER-DIAM-120/p/26336;2026-09-10
Coup de Pates;26335;QUICHE LORRAINE LE TOURIER DIAM 120;SNAC;snacking;200g;12;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/QUICHES-%26-TARTELETTES/QUICHE-LORRAINE-LE-TOURIER-DIAM-120/p/26335;2026-09-10
Coup de Pates;26333;QUICHE AUX 3 FROMAGES LE TOURIER DIAM 120;SNAC;snacking;200g;12;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/QUICHES-%26-TARTELETTES/QUICHE-AUX-3-FROMAGES-LE-TOURIER-DIAM-120/p/26333;2026-09-10
Coup de Pates;26331;QUICHE SAUMON BROCOLIS LE TOURIER DIAM 120;SNAC;snacking;200g;12;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/QUICHES-%26-TARTELETTES/QUICHE-SAUMON-BROCOLIS-LE-TOURIER-DIAM-120/p/26331;2026-09-10
Coup de Pates;26570;QUICHE CHEVRE TOMATE LE TOURIER PRECUITE DIAM 250;SNAC;snacking;;4;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/QUICHES-%26-TARTES-FINES-%C3%80-PARTAGE/QUICHE-CHEVRE-TOMATE-LE-TOURIER-PRECUITE-DIAM-250/p/26570;2026-09-10
Coup de Pates;26574;QUICHE LORRAINE LE TOURIER PRECUITE DIAM 250;SNAC;snacking;;4;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/QUICHES-%26-TARTES-FINES-%C3%80-PARTAGE/QUICHE-LORRAINE-LE-TOURIER-PRECUITE-DIAM-250/p/26574;2026-09-10
Coup de Pates;26982;QUICHE MEDITERRANEENNE LE TOURIER DIAM 120;SNAC;snacking;200g;12;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/QUICHES-%26-TARTELETTES/QUICHE-MEDITERRANEENNE-LE-TOURIER-DIAM-120/p/26982;2026-09-10
Coup de Pates;832321;QUICHE A L'OIGNON LE TOURIER D 120;SNAC;snacking;200g;12;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/QUICHES-%26-TARTELETTES/QUICHE-A-L%27OIGNON-LE-TOURIER-D-120/p/832321;2026-09-10
Coup de Pates;840859;QUICHE BUTTERNUT COMTE LE TOURIER D120 PRECUIT 200G;SNAC;snacking;200g;12;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/QUICHES-%26-TARTELETTES/QUICHE-BUTTERNUT-COMTE-LE-TOURIER-D120-PRECUIT-200G/p/840859;2026-09-10
Coup de Pates;70243;QUICHE AUX LARDONS DE DINDE HALAL LE TOURIER PRECUIT D120;SNAC;snacking;200g;12;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/QUICHES-%26-TARTELETTES/QUICHE-AUX-LARDONS-DE-DINDE-HALAL-LE-TOURIER-PRECUIT-D120/p/70243;2026-09-10
Coup de Pates;70743;QUICHE CHAMPIGNON CAROTTE ÉPINARD LE TOURIER PREC D2501200G;SNAC;snacking;;4;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/QUICHES-%26-TARTES-FINES-%C3%80-PARTAGE/QUICHE-CHAMPIGNON-CAROTTE-%C3%89PINARD-LE-TOURIER-PREC-D2501200G/p/70743;2026-09-10
Coup de Pates;822923;PIZZA SAVOYARDE D 260;SNAC;snacking;460g;10;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/PIZZAS/PIZZA-SAVOYARDE-D-260/p/822923;2026-09-10
Coup de Pates;22034;PIZZA PINCEE JAMBON FROMAGE;SNAC;snacking;150g;30;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/PIZZAS/PIZZA-PINCEE-JAMBON-FROMAGE/p/22034;2026-09-10
Coup de Pates;22046;PIZZA PINCEE MARGHERITA;SNAC;snacking;150g;30;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/PIZZAS/PIZZA-PINCEE-MARGHERITA/p/22046;2026-09-10
Coup de Pates;22129;CROQUE LEGUMES;SNAC;snacking;190g;18;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/CROQUE-MONSIEUR/CROQUE-LEGUMES/p/22129;2026-09-10
Coup de Pates;28237;PANIWICH MOZZARELLA, TOMATES, PESTO CUIT 200G;SNAC;snacking;200g;20;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/SANDWICHS-GARNIS/PANIWICH-MOZZARELLA%2C-TOMATES%2C-PESTO-CUIT-200G/p/28237;2026-09-10
Coup de Pates;28178;BRETZEL;PAIN;petits-pains;95g;80;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/SNACKING-NOMADE-%26-AP%C3%89RITIF/BRETZEL/p/28178;2026-09-10
Coup de Pates;28221;PANIWICH JAMBON, FROMAGE EMMENTAL CUIT 220G;SNAC;snacking;220g;20;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/SANDWICHS-GARNIS/PANIWICH-JAMBON%2C-FROMAGE-EMMENTAL-CUIT-220G/p/28221;2026-09-10
Coup de Pates;40018;CHEESEBURGER MICRO-ONDABLE (VIANDE BOVINE D'ORIGINE FRANÇAISE);PAIN;petits-pains;140g;24;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/SANDWICHS-GARNIS/CHEESEBURGER-MICRO-ONDABLE-%28VIANDE-BOVINE-D%27ORIGINE-FRAN%C3%87AISE%29/p/40018;2026-09-10
Coup de Pates;26013;BAGUETTE KEBAB;PAIN;baguettes;170g;18;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/BAGUETTES-GARNIES/BAGUETTE-KEBAB/p/26013;2026-09-10
Coup de Pates;26984;PIZZA SANDWICH NOMADE 3 FROMAGES;SNAC;snacking;160g;24;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/PIZZAS/PIZZA-SANDWICH-NOMADE-3-FROMAGES/p/26984;2026-09-10
Coup de Pates;26983;PIZZA SANDWICH NOMADE ROYALE;SNAC;snacking;160g;24;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/PIZZAS/PIZZA-SANDWICH-NOMADE-ROYALE/p/26983;2026-09-10
Coup de Pates;26987;PIZZA 4 FROMAGES DIAM 260;SNAC;snacking;460g;10;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/PIZZAS/PIZZA-4-FROMAGES-DIAM-260/p/26987;2026-09-10
Coup de Pates;28310;FRITA/CHAUSSON BASQUAISE;VIEN;autres-viennoiseries;150g;40;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/FEUILLET%C3%89S/FRITA-CHAUSSON-BASQUAISE/p/28310;2026-09-10
Coup de Pates;18442;TIELLE A LA SETOISE CUIT D110 110G;SNAC;snacking;110g;20;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/PRODUITS-R%C3%89GIONAUX-SNACKING/TIELLE-A-LA-SETOISE-CUIT-D110-110G/p/18442;2026-09-10
